CLASSES,SENTENCES,PROVIDER,VALUE
DUTY,You further warrant and agree that all reference letters and comments are true and accurate and third parties may contact the business referees without the need to obtain your consent.,Alibaba,3
DUTY,"Member agrees to provide all necessary information, materials and approval, and render all reasonable assistance and cooperation necessary for Alibaba.com’s provision of the Services, evaluating whether Member has breached the Terms and/or handling any complaint against the Member.",Alibaba,3
OTHERS,"If Member’s failure to do so results in delay in, or suspension or termination of, the provision of any Service, Alibaba.com shall not be obliged to extend the relevant service period nor be liable for any loss or damages arising out of or in connection with such delay, suspension or termination.",Alibaba,0
DUTY,"Member acknowledges and agrees that Alibaba.com reserves the right to, but shall not be required to actively monitor or exercise any editorial control whatsoever over the content of any message or material or information (including User Content) created, obtained or accessible through the Services or Sites.",Alibaba,3
PROHIBITION,"Alibaba.com does not endorse, verify or otherwise certify the contents of any comments or other material or information (including User Content) created, submitted, posted, displayed or otherwise made by any Member.",Alibaba,2
DUTY,Each Member is solely responsible for the contents of their communications and may be held legally liable or accountable for the content of their comments or other material or information,Alibaba,3
DUTY,Member acknowledges and agrees that the Sites and Services may only be used by businesses and their representatives for business use and not for individual consumers or for personal use.,Alibaba,3
DUTY,Member acknowledges and agrees that each Member is solely responsible for observing applicable laws and regulations in its respective jurisdictions to ensure that all access and use of the Site and Services are in compliance with the same.,Alibaba,3
DUTY,"Each Member represents, warrants and agrees that you and your affiliates shall comply with applicable laws and regulations in conducting your respective business (including without limitation applicable laws and regulations with respect to product safety, intellectual property rights, data privacy, consumer protection, product or regulatory certification, import and export control, unfair competition, price gouging, false advertising, labor, environment, health and safety, anti-bribery and anti-money laundering).",Alibaba,3
PROHIBITION,"you and your affiliates are not the subject of any trade restrictions, sanctions or other legal restrictions enacted or proposed to be enacted by any country, international organization or jurisdiction (""Relevant Subjects"").",Alibaba,2
PROHIBITION,"you and your affiliates are not offering products or services that would likely trigger any international trade restrictions, sanctions or other legal restrictions by any Relevant Subjects.",Alibaba,2
PROHIBITION,"neither you, or any of your parent companies or affiliates, directly or indirectly, deals with, or provides any funds, goods or services to Relevant Subjects.",Alibaba,2
DUTY,"you will at all times comply with all applicable export control and sanctions laws and regulations with regard to products, services, software and technologies in using the Services, including sanctions resolutions, laws and regulations enacted and enforced by the UN Security Council, the People's Republic of China, the United States of America, and any other country.",Alibaba,3
DUTY,"If you and your affiliates are a Seller of products which require a warning under California Health & Safety Code Section 25249.6 (a ""Proposition 65 Warning”) you (a) will promptly display a Proposition 65 Warning on the product detail page as required under the relevant law; (b) authorize Alibaba.com to display a Proposition 65 Warning on your behalf; and (c) will only revise or remove a Proposition 65 Warning for a product when the prior warning needs to be modified or is no longer legally required, as the case may be.",Alibaba,3
DUTY,"You and your affiliates are responsible for your products' compliance with the laws and regulations of the local country/region, the country/region of destination and other applicable international conventions, including but not limited to labour laws and standards, such as the Forced Labour Convention, 1930 and the Abolition of Forced Labour Convention, 1957.",Alibaba,3
PERMISSION,"If a product is not permitted to be possessed, sold, purchased, exported, imported or manufactured in one or more country/regions, Sites reserve the right to remove the listing of such product from, OR STOP THE SALE OF ANY SUCH PRODUCT IN, those country/regions.",Alibaba,1
PROHIBITION,"If, at any time, you fail to meet any of the above requirements, you should stop using the Services immediately.",Alibaba,2
PERMISSION,"If Alibaba.com reasonably believes that any of your conduct violates or threatens to violate any applicable laws and regulations, Alibaba.com may, at its sole discretion, at any time take action as it may deem appropriate in light of the circumstances, including, but not limited to, terminating the provision of Services to you, closing relevant purchase orders, and terminating your accounts, while reserving all rights it may have regarding any non-compliant actions or conduct of its members.",Alibaba,1
OTHERS,Breaches by Members,Alibaba,0
